,date,time,user,message,Sentiment,Score,hour,month,year
8486,2022-04-15,07:45,R P,hahahahahaha,Neutral,0.0,7,4,2022
8487,2022-04-15,07:45,R P,nothing,Neutral,0.0,7,4,2022
8488,2022-04-15,07:45,E I P,You ask him,Neutral,0.0,7,4,2022
8489,2022-04-15,07:46,E I P,<Media omitted>,Neutral,0.0,7,4,2022
8490,2022-04-15,08:03,N B,<Media omitted>,Neutral,0.0,8,4,2022
8491,2022-04-15,08:04,E I P,Balimba thats not me😂,Neutral,0.0,8,4,2022
8492,2022-04-15,08:06,R P,😂😂😂a big big Guinness,Neutral,0.0,8,4,2022
8493,2022-04-15,08:06,R P,my source tells me that,Neutral,0.0,8,4,2022
8494,2022-04-15,08:07,E I P,Oyo zenji alimba,Neutral,0.0,8,4,2022
8495,2022-04-15,08:08,E I P,Okay i took 5 lites 2 guiness,Positive,0.2263,8,4,2022
8496,2022-04-15,08:08,E I P,But I didn’t smoke,Neutral,0.0,8,4,2022
8497,2022-04-15,08:08,E I P,<Media omitted>,Neutral,0.0,8,4,2022
8498,2022-04-15,08:08,R P,hahahahahahha,Neutral,0.0,8,4,2022
8499,2022-04-15,08:08,R P,i can never trust u now,Negative,-0.4023,8,4,2022
8500,2022-04-15,08:08,E I P,Thats the truth,Positive,0.3182,8,4,2022
8501,2022-04-15,08:09,E I P,And the guiness they bought for me,Neutral,0.0,8,4,2022
8502,2022-04-15,08:09,E I P,<Media omitted>,Neutral,0.0,8,4,2022
8503,2022-04-15,08:15,N B,<Media omitted>,Neutral,0.0,8,4,2022
8504,2022-04-15,08:15,E I P,<Media omitted>,Neutral,0.0,8,4,2022
8505,2022-04-15,09:26,Sa Ga,<Media omitted>,Neutral,0.0,9,4,2022
8506,2022-04-15,11:13,O J,👀👀👀,Neutral,0.0,11,4,2022
8507,2022-04-15,11:21,Dannie3,<Media omitted>,Neutral,0.0,11,4,2022
8508,2022-04-15,11:21,Dannie3,Pato 😂😂,Neutral,0.0,11,4,2022
8509,2022-04-15,11:32,R P,hiihhihihihihiihhiihi,Neutral,0.0,11,4,2022
8510,2022-04-15,12:49,E I P,😂,Neutral,0.0,12,4,2022
8511,2022-04-15,15:27,N B,<Media omitted>,Neutral,0.0,15,4,2022
8512,2022-04-15,16:56,E I P,This weekend is also too long mbu today is just friday,Neutral,0.0,16,4,2022
8513,2022-04-15,16:58,O J,<Media omitted>,Neutral,0.0,16,4,2022
8514,2022-04-15,16:58,E I P,<Media omitted>,Neutral,0.0,16,4,2022
8515,2022-04-15,17:13,N B,<Media omitted>,Neutral,0.0,17,4,2022
8516,2022-04-15,17:27,Sa Ga,I've slept I've woken up.... my wife Dorima is here taking care of me,Positive,0.4939,17,4,2022
8517,2022-04-15,17:28,E I P,While muteso is wilding in kenya this life no balance,Negative,-0.296,17,4,2022
8518,2022-04-15,17:29,Sa Ga,Hehe this life like that naaa,Positive,0.3612,17,4,2022
8519,2022-04-15,17:29,Sa Ga,<Media omitted>,Neutral,0.0,17,4,2022
8520,2022-04-15,17:29,O J,<Media omitted>,Neutral,0.0,17,4,2022
8521,2022-04-15,17:29,N B,Hold up WTF,Negative,-0.6739,17,4,2022
8522,2022-04-15,17:30,N B,what is she doing there 😂😂😂😂,Neutral,0.0,17,4,2022
8523,2022-04-15,17:30,Sa Ga,<Media omitted>,Neutral,0.0,17,4,2022
8524,2022-04-15,17:30,Sa Ga,She been here all week,Neutral,0.0,17,4,2022
8525,2022-04-15,17:31,N B,Nothing 😂😂😂😂,Neutral,0.0,17,4,2022
8526,2022-04-15,17:31,N B,U wanna take over,Neutral,0.0,17,4,2022
8527,2022-04-15,17:31,Sa Ga,For real,Neutral,0.0,17,4,2022
8528,2022-04-15,17:32,Sa Ga,<Media omitted>,Neutral,0.0,17,4,2022
8529,2022-04-15,17:33,N B,She must have come yesterday if anything,Neutral,0.0,17,4,2022
8530,2022-04-15,17:33,Sa Ga,"Brother, she has been here since that night she came at kenjiz with inno",Neutral,0.0,17,4,2022
8531,2022-04-15,17:34,Sa Ga,I think it was a Saturday,Neutral,0.0,17,4,2022
8532,2022-04-15,17:34,Sa Ga,Of Friday,Neutral,0.0,17,4,2022
8533,2022-04-15,17:35,E I P,Saturday,Neutral,0.0,17,4,2022
8534,2022-04-15,17:35,Sa Ga,Ndhiyo,Neutral,0.0,17,4,2022
8535,2022-04-15,17:35,E I P,Chest pain night,Negative,-0.5106,17,4,2022
8536,2022-04-15,17:40,N B,Danny is a liar ba guys,Negative,-0.5106,17,4,2022
8537,2022-04-15,17:40,N B,😂😂😂😂,Neutral,0.0,17,4,2022
8538,2022-04-15,17:40,N B,The little human tells me otherwise,Neutral,0.0,17,4,2022
8539,2022-04-15,17:40,N B,😂😂😂🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,Neutral,0.0,17,4,2022
8540,2022-04-15,17:56,Dannie3,She told me the same mbu she was in nsambya,Neutral,0.0,17,4,2022
8541,2022-04-15,17:57,N B,<Media omitted>,Neutral,0.0,17,4,2022
8542,2022-04-15,17:57,Sa Ga,Huhhh I think I've sold the little human s,Neutral,0.0,17,4,2022
8543,2022-04-15,17:57,Sa Ga,I think she never wanted you guys to know,Neutral,0.0,17,4,2022
8544,2022-04-15,19:51,N B,Nothing 😂😂😂,Neutral,0.0,19,4,2022
8545,2022-04-15,19:51,N B,Video call ojimanyi,Neutral,0.0,19,4,2022
8546,2022-04-15,20:14,Sa Ga,Call yah video,Neutral,0.0,20,4,2022
8547,2022-04-15,20:15,E I P,😂😂😂,Neutral,0.0,20,4,2022
8548,2022-04-15,21:18,O A,<Media omitted>,Neutral,0.0,21,4,2022
8549,2022-04-15,21:21,E I P,Hihihihi you will take only 2 and your done😂😂😂,Neutral,0.0,21,4,2022
8550,2022-04-15,21:22,O A,My guy the 500ml is drinkable,Neutral,0.0,21,4,2022
8551,2022-04-15,21:29,Dannie3,Osaaga,Neutral,0.0,21,4,2022
8552,2022-04-15,21:22,O A,Naye those small ones are bitter,Negative,-0.4215,21,4,2022
8553,2022-04-15,21:22,E I P,Hehe thats where you going wrong ask pato😂😂,Negative,-0.4767,21,4,2022
8554,2022-04-15,21:22,Sa Ga,<Media omitted>,Neutral,0.0,21,4,2022
8555,2022-04-15,21:22,Sa Ga,We surely like them small don't we?,Positive,0.6597,21,4,2022
8556,2022-04-15,21:23,O A,<Media omitted>,Neutral,0.0,21,4,2022
8557,2022-04-15,21:24,E I P,Hihihi,Neutral,0.0,21,4,2022
8558,2022-04-15,21:30,E I P,<Media omitted>,Neutral,0.0,21,4,2022
8559,2022-04-15,21:30,E I P,Alright,Positive,0.25,21,4,2022
8560,2022-04-15,21:30,E I P,<Media omitted>,Neutral,0.0,21,4,2022
8561,2022-04-15,21:31,N B,<Media omitted>,Neutral,0.0,21,4,2022
8562,2022-04-15,21:32,E I P,😂😂😂😂,Neutral,0.0,21,4,2022
8563,2022-04-15,21:32,Sa Ga,<Media omitted>,Neutral,0.0,21,4,2022
8564,2022-04-15,21:37,Sa Ga,Men are trash 😅😅😅😅,Neutral,0.0,21,4,2022
8565,2022-04-15,21:38,E I P,😂😂😂😂,Neutral,0.0,21,4,2022
8566,2022-04-15,21:53,O A,<Media omitted>,Neutral,0.0,21,4,2022
8567,2022-04-15,22:00,E I P,You will die,Negative,-0.5994,22,4,2022
8568,2022-04-15,22:00,E I P,Quit that shit,Negative,-0.5574,22,4,2022
8569,2022-04-15,22:16,N B,<Media omitted>,Neutral,0.0,22,4,2022
8570,2022-04-15,22:21,O J,<Media omitted>,Neutral,0.0,22,4,2022
8571,2022-04-15,22:34,O A,There is aka plan here,Neutral,0.0,22,4,2022
8572,2022-04-15,22:35,O A,"Low key working on it, naye its one for like tuesday finishing the job",Positive,0.1027,22,4,2022
8573,2022-04-15,23:54,N B,<Media omitted>,Neutral,0.0,23,4,2022
8574,2022-04-15,23:55,Dannie3,<Media omitted>,Neutral,0.0,23,4,2022
8575,2022-04-16,00:40,N B,<Media omitted>,Neutral,0.0,0,4,2022
8576,2022-04-16,01:25,N B,<Media omitted>,Neutral,0.0,1,4,2022
8577,2022-04-16,23:53,O A,<Media omitted>,Neutral,0.0,23,4,2022
8578,2022-04-16,23:54,Dannie3,Those white gals ehhh,Neutral,0.0,23,4,2022
8579,2022-04-16,23:55,O A,Yo they are here asking for drinks,Neutral,0.0,23,4,2022
8580,2022-04-16,23:55,Dannie3,<Media omitted>,Neutral,0.0,23,4,2022
8581,2022-04-16,23:55,O A,"In uganda u find men around whites, here u find white women looking for drinks🤣🤣",Neutral,0.0,23,4,2022
8582,2022-04-16,23:55,O A,But they are youngins,Neutral,0.0,23,4,2022
8583,2022-04-16,23:55,Dannie3,I see,Neutral,0.0,23,4,2022
8584,2022-04-16,23:55,O A,From i think a university around,Neutral,0.0,23,4,2022
8585,2022-04-16,23:56,Dannie3,Damnnn,Neutral,0.0,23,4,2022
8586,2022-04-16,23:56,O A,We need a farm trip,Neutral,0.0,23,4,2022
8587,2022-04-16,23:56,O A,Walusaga will kiss everything here,Positive,0.4215,23,4,2022
8588,2022-04-16,23:56,Dannie3,<Media omitted>,Neutral,0.0,23,4,2022
8589,2022-04-16,23:56,Dannie3,<Media omitted>,Neutral,0.0,23,4,2022
8590,2022-04-17,00:15,N B,<Media omitted>,Neutral,0.0,0,4,2022
8591,2022-04-17,00:16,O A,This thing reminds me of inno smoking,Neutral,0.0,0,4,2022
8592,2022-04-17,00:16,N B,<Media omitted>,Neutral,0.0,0,4,2022
8593,2022-04-17,00:16,N B,Ovcoz,Neutral,0.0,0,4,2022
8594,2022-04-17,00:17,O A,<Media omitted>,Neutral,0.0,0,4,2022
8595,2022-04-17,00:17,Dannie3,Man was smoking last night 😂😂,Neutral,0.0,0,4,2022
8596,2022-04-17,00:18,O A,<Media omitted>,Neutral,0.0,0,4,2022
8597,2022-04-17,00:29,N B,<Media omitted>,Neutral,0.0,0,4,2022
8598,2022-04-17,00:37,E I P,<Media omitted>,Neutral,0.0,0,4,2022
8599,2022-04-17,00:52,N B,<Media omitted>,Neutral,0.0,0,4,2022
8600,2022-04-17,01:45,N B,<Media omitted>,Neutral,0.0,1,4,2022
8601,2022-04-17,09:59,Sa Ga,"Is the song for me only, the rest rubbish",Neutral,0.0,9,4,2022
8602,2022-04-17,10:00,Sa Ga,"No no no, I'm not about that business anymore",Negative,-0.6808,10,4,2022
8603,2022-04-17,10:00,E I P,😂😂😂,Neutral,0.0,10,4,2022
8604,2022-04-17,11:18,O J,<Media omitted>,Neutral,0.0,11,4,2022
8605,2022-04-17,11:32,N B,<Media omitted>,Neutral,0.0,11,4,2022
8606,2022-04-17,20:57,Sa Ga,Baguy,Neutral,0.0,20,4,2022
8607,2022-04-17,20:58,Sa Ga,"Ambrose I'd the Tindler swindler, only because he is still chewing small money but walayi walayi",Neutral,0.0,20,4,2022
8608,2022-04-17,20:59,E I P,Hihihi,Neutral,0.0,20,4,2022
8609,2022-04-17,21:00,Sa Ga,Walayi,Neutral,0.0,21,4,2022
8610,2022-04-17,21:00,Sa Ga,The man is the tinder swindler,Neutral,0.0,21,4,2022
8611,2022-04-17,21:00,E I P,<Media omitted>,Neutral,0.0,21,4,2022
8612,2022-04-17,21:01,E I P,Talina budde😂😂,Neutral,0.0,21,4,2022
8613,2022-04-17,21:03,Sa Ga,Let me even change his contact now,Neutral,0.0,21,4,2022
8614,2022-04-17,21:03,Sa Ga,<Media omitted>,Neutral,0.0,21,4,2022
8615,2022-04-17,21:03,E I P,Mans coming back court emulinze,Neutral,0.0,21,4,2022
8616,2022-04-17,21:03,E I P,😂😂😂,Neutral,0.0,21,4,2022
8617,2022-04-17,21:04,E I P,Firing squad,Negative,-0.34,21,4,2022
8618,2022-04-17,21:04,Dannie3,😂😂🔥🔥🔥,Neutral,0.0,21,4,2022
8619,2022-04-17,21:05,Sa Ga,Enhe nga bino sibimanyi,Neutral,0.0,21,4,2022
8620,2022-04-17,21:09,Sa Ga,<Media omitted>,Neutral,0.0,21,4,2022
8621,2022-04-17,21:10,E I P,😂😂😂😂😂,Neutral,0.0,21,4,2022
8622,2022-04-17,21:59,O A,<Media omitted>,Neutral,0.0,21,4,2022
8623,2022-04-17,22:00,O A,Courti myeeeeeeee🤣🤣🤣🤣🤣,Neutral,0.0,22,4,2022
8624,2022-04-17,22:02,E I P,<Media omitted>,Neutral,0.0,22,4,2022
8625,2022-04-17,22:11,O A,<Media omitted>,Neutral,0.0,22,4,2022
8626,2022-04-17,22:15,E I P,<Media omitted>,Neutral,0.0,22,4,2022
8627,2022-04-17,22:15,O A,Inno so ur okay n back in business huh,Positive,0.2911,22,4,2022
8628,2022-04-17,22:16,E I P,No sir no one is back in business,Negative,-0.5267,22,4,2022
8629,2022-04-17,22:16,O A,<Media omitted>,Neutral,0.0,22,4,2022
8630,2022-04-17,22:17,E I P,Just going to disappear,Negative,-0.2263,22,4,2022
8631,2022-04-17,22:18,O A,"No brother, no disappearing, but wer is pato, did he also travel to bunyonyi with @256700160901",Negative,-0.296,22,4,2022
8632,2022-04-17,22:18,E I P,Hihihi his home,Neutral,0.0,22,4,2022
8633,2022-04-17,22:19,O A,<Media omitted>,Neutral,0.0,22,4,2022
8634,2022-04-17,22:21,N B,<Media omitted>,Neutral,0.0,22,4,2022
8635,2022-04-17,22:22,O A,<Media omitted>,Neutral,0.0,22,4,2022
8636,2022-04-18,00:13,O A,<Media omitted>,Neutral,0.0,0,4,2022
8637,2022-04-18,00:14,E I P,Hehehe,Neutral,0.0,0,4,2022
8638,2022-04-18,00:18,O A,<Media omitted>,Neutral,0.0,0,4,2022
8639,2022-04-18,00:19,E I P,Alright lessi go ate si nze ali single,Positive,0.25,0,4,2022
8640,2022-04-18,00:19,E I P,<Media omitted>,Neutral,0.0,0,4,2022
8641,2022-04-18,00:20,O A,She is a big bummed woman and manager of the kyambogo tuf i think u've been there bfo,Neutral,0.0,0,4,2022
8642,2022-04-18,00:20,O A,<Media omitted>,Neutral,0.0,0,4,2022
8643,2022-04-18,00:22,E I P,<Media omitted>,Neutral,0.0,0,4,2022
8644,2022-04-18,00:22,E I P,Set it up,Neutral,0.0,0,4,2022
8645,2022-04-18,00:24,O A,At ur service bro,Neutral,0.0,0,4,2022
8646,2022-04-18,00:24,O A,🤣🤣🤣,Neutral,0.0,0,4,2022
8647,2022-04-18,00:26,E I P,🤣🤣🤣,Neutral,0.0,0,4,2022
8648,2022-04-18,00:31,O J,<Media omitted>,Neutral,0.0,0,4,2022
8649,2022-04-18,00:34,E I P,But where is the face sir 😂😂😂,Neutral,0.0,0,4,2022
8650,2022-04-18,00:36,O A,<Media omitted>,Neutral,0.0,0,4,2022
8651,2022-04-18,00:36,O A,Surprise ebeera surprise,Positive,0.4939,0,4,2022
8652,2022-04-18,00:36,E I P,<Media omitted>,Neutral,0.0,0,4,2022
8653,2022-04-18,00:37,E I P,<Media omitted>,Neutral,0.0,0,4,2022
8654,2022-04-18,00:37,Sa Ga,<Media omitted>,Neutral,0.0,0,4,2022
8655,2022-04-18,00:37,E I P,<Media omitted>,Neutral,0.0,0,4,2022
8656,2022-04-18,00:38,O A,<Media omitted>,Neutral,0.0,0,4,2022
8657,2022-04-18,00:38,O A,<Media omitted>,Neutral,0.0,0,4,2022
8658,2022-04-18,00:38,O A,<Media omitted>,Neutral,0.0,0,4,2022
8659,2022-04-18,00:39,O A,<Media omitted>,Neutral,0.0,0,4,2022
8660,2022-04-18,00:42,E I P,<Media omitted>,Neutral,0.0,0,4,2022
8661,2022-04-18,00:43,O A,Do u still want oba i tell wakan he can manage cz nairobi women r calling wakan a fuckboy,Positive,0.0772,0,4,2022
8662,2022-04-18,00:44,E I P,Bring sir,Neutral,0.0,0,4,2022
8663,2022-04-18,00:44,O A,Sorted,Neutral,0.0,0,4,2022
8664,2022-04-18,00:45,O A,Naye in all this arsenal removed me from my best ticket ever even x2 refused,Positive,0.4588,0,4,2022
8665,2022-04-18,00:45,O A,<Media omitted>,Neutral,0.0,0,4,2022
8666,2022-04-18,00:46,E I P,😂😂😂😂,Neutral,0.0,0,4,2022
8667,2022-04-18,00:50,O A,<Media omitted>,Neutral,0.0,0,4,2022
8668,2022-04-18,00:55,E I P,<Media omitted>,Neutral,0.0,0,4,2022
8669,2022-04-18,00:58,O A,<Media omitted>,Neutral,0.0,0,4,2022
8670,2022-04-18,16:27,N B,<Media omitted>,Neutral,0.0,16,4,2022
8671,2022-04-18,16:38,E I P,🤣🤣🤣🤣,Neutral,0.0,16,4,2022
8672,2022-04-18,16:38,E I P,<Media omitted>,Neutral,0.0,16,4,2022
8673,2022-04-18,16:39,N B,<Media omitted>,Neutral,0.0,16,4,2022
8674,2022-04-18,18:45,N B,<Media omitted>,Neutral,0.0,18,4,2022
8675,2022-04-18,18:46,N B,"Ambro the short girl seems to be loosing hope sir, what’s happening 😂😂😂😂",Positive,0.4404,18,4,2022
8676,2022-04-18,18:50,O A,<Media omitted>,Neutral,0.0,18,4,2022
8677,2022-04-18,18:51,N B,<Media omitted>,Neutral,0.0,18,4,2022
8678,2022-04-18,18:52,O A,<Media omitted>,Neutral,0.0,18,4,2022
8679,2022-04-18,18:53,E I P,Men are trash 😂😂😂,Neutral,0.0,18,4,2022
8680,2022-04-18,19:00,O A,<Media omitted>,Neutral,0.0,19,4,2022
8681,2022-04-18,19:01,E I P,😂😂😂,Neutral,0.0,19,4,2022
8682,2022-04-18,19:17,Sa Ga,"Me let me wait for her,I have even bought some whip cream 😋",Neutral,0.0,19,4,2022
8683,2022-04-18,19:17,E I P,Saga olina beer,Neutral,0.0,19,4,2022
8684,2022-04-18,19:17,E I P,Your brothers want to visit,Positive,0.0772,19,4,2022
8685,2022-04-18,19:37,Sa Ga,I have the beer,Neutral,0.0,19,4,2022
8686,2022-04-18,19:38,E I P,Kale your brothers are coming,Neutral,0.0,19,4,2022
8687,2022-04-18,19:39,Sa Ga,Okay my brothers,Positive,0.2263,19,4,2022
8688,2022-04-18,19:40,Sa Ga,Come we talk about ambrose and his women problems,Negative,-0.4019,19,4,2022
8689,2022-04-18,19:48,E I P,😂😂😂,Neutral,0.0,19,4,2022
8690,2022-04-18,19:54,Sa Ga,The short person is back we can't talk about the problems now,Negative,-0.4019,19,4,2022
8691,2022-04-18,19:54,Dannie3,<Media omitted>,Neutral,0.0,19,4,2022
8692,2022-04-18,20:19,Sa Ga,You boys sent inno here the ka man is on his 4th guiness... does the man have problems Kiki?,Negative,-0.4019,20,4,2022
8693,2022-04-18,21:02,N B,<Media omitted>,Neutral,0.0,21,4,2022
8694,2022-04-18,22:35,N B,<Media omitted>,Neutral,0.0,22,4,2022
8695,2022-04-18,22:35,N B,😅😅😅😅😅,Neutral,0.0,22,4,2022
8696,2022-04-18,22:35,E I P,Lessi go😂,Neutral,0.0,22,4,2022
8697,2022-04-18,22:36,N B,Walusaga when do u start aging,Neutral,0.0,22,4,2022
8698,2022-04-18,22:36,N B,Church when ?,Neutral,0.0,22,4,2022
8699,2022-04-18,22:38,E I P,<Media omitted>,Neutral,0.0,22,4,2022
8700,2022-04-18,22:38,Sa Ga,<Media omitted>,Neutral,0.0,22,4,2022
8701,2022-04-18,22:41,N B,<Media omitted>,Neutral,0.0,22,4,2022
8702,2022-04-18,22:41,N B,Should we start ironing,Neutral,0.0,22,4,2022
8703,2022-04-18,22:42,E I P,Naye short girl nga mukambwe 😂😂😂😂,Neutral,0.0,22,4,2022
8704,2022-04-18,22:42,E I P,<Media omitted>,Neutral,0.0,22,4,2022
8705,2022-04-18,22:51,E I P,@256705248165,Neutral,0.0,22,4,2022
8706,2022-04-18,22:54,O J,<Media omitted>,Neutral,0.0,22,4,2022
8707,2022-04-18,23:10,N B,<Media omitted>,Neutral,0.0,23,4,2022
8708,2022-04-18,23:28,Dannie3,<Media omitted>,Neutral,0.0,23,4,2022
8709,2022-04-19,07:01,Sa Ga,Talina budde,Neutral,0.0,7,4,2022
8710,2022-04-19,09:15,E I P,<Media omitted>,Neutral,0.0,9,4,2022
8711,2022-04-19,09:15,E I P,Found it in some kavera in my boot,Neutral,0.0,9,4,2022
8712,2022-04-19,09:52,O A,<Media omitted>,Neutral,0.0,9,4,2022
8713,2022-04-19,09:53,E I P,Hihihi sebo go see your wife,Neutral,0.0,9,4,2022
8714,2022-04-19,09:54,O A,I am with my wife,Neutral,0.0,9,4,2022
8715,2022-04-19,09:54,O A,Simanyi balala,Neutral,0.0,9,4,2022
8716,2022-04-19,09:54,E I P,<Media omitted>,Neutral,0.0,9,4,2022
8717,2022-04-19,09:55,O A,<Media omitted>,Neutral,0.0,9,4,2022
8718,2022-04-19,10:14,N B,<Media omitted>,Neutral,0.0,10,4,2022
8719,2022-04-19,10:16,O A,<Media omitted>,Neutral,0.0,10,4,2022
8720,2022-04-19,12:51,E I P,<Media omitted>,Neutral,0.0,12,4,2022
8721,2022-04-19,13:00,O A,🤣🤣🤣🤣🤣🤣🤣,Neutral,0.0,13,4,2022
8722,2022-04-19,13:16,E I P,😂😂😂,Neutral,0.0,13,4,2022
8723,2022-04-19,13:18,N B,<Media omitted>,Neutral,0.0,13,4,2022
8724,2022-04-19,13:18,E I P,<Media omitted>,Neutral,0.0,13,4,2022
8725,2022-04-19,13:22,N B,<Media omitted>,Neutral,0.0,13,4,2022
8726,2022-04-19,13:23,N B,Who never fuck up,Positive,0.431,13,4,2022
8727,2022-04-19,13:25,E I P,Hands in the air😂,Neutral,0.0,13,4,2022
8728,2022-04-19,13:26,N B,No hands,Negative,-0.296,13,4,2022
8729,2022-04-19,14:06,O A,<Media omitted>,Neutral,0.0,14,4,2022
8730,2022-04-19,14:07,N B,So ur awake now,Neutral,0.0,14,4,2022
8731,2022-04-19,14:07,N B,Hmmmm,Neutral,0.0,14,4,2022
8732,2022-04-19,14:07,N B,Heading to Najjera High Court ?,Neutral,0.0,14,4,2022
8733,2022-04-19,14:07,O A,<Media omitted>,Neutral,0.0,14,4,2022
8734,2022-04-19,14:08,O A,Najjera will not see me soon,Neutral,0.0,14,4,2022
8735,2022-04-19,14:08,O A,"Sagala stress, i have one woman",Negative,-0.4215,14,4,2022
8736,2022-04-19,14:09,E I P,😂😂😂😂,Neutral,0.0,14,4,2022
8737,2022-04-19,14:09,N B,<Media omitted>,Neutral,0.0,14,4,2022
8738,2022-04-19,14:09,N B,Get me some sticks brother 😅😅😅,Neutral,0.0,14,4,2022
8739,2022-04-19,14:09,N B,Just 3,Neutral,0.0,14,4,2022
8740,2022-04-19,14:09,E I P,<Media omitted>,Neutral,0.0,14,4,2022
8741,2022-04-19,14:14,E I P,He has to go😂😂😂,Neutral,0.0,14,4,2022
8742,2022-04-19,14:18,N B,<Media omitted>,Neutral,0.0,14,4,2022
8743,2022-04-19,14:18,N B,That babe may not leave before she sees the man,Positive,0.0382,14,4,2022
8744,2022-04-19,14:37,E I P,<Media omitted>,Neutral,0.0,14,4,2022
8745,2022-04-19,15:07,O A,Oh sorry,Negative,-0.0772,15,4,2022
8746,2022-04-19,15:08,E I P,<Media omitted>,Neutral,0.0,15,4,2022
8747,2022-04-19,15:25,N B,<Media omitted>,Neutral,0.0,15,4,2022
8748,2022-04-19,15:26,E I P,Thats the bar where the ambroz went to some Thursday 😂,Neutral,0.0,15,4,2022
8749,2022-04-19,15:28,N B,I just wanted to confirm 😂😂😂😂,Neutral,0.0,15,4,2022
8750,2022-04-19,15:29,E I P,<Media omitted>,Neutral,0.0,15,4,2022
8751,2022-04-19,15:33,E I P,<Media omitted>,Neutral,0.0,15,4,2022
8752,2022-04-19,15:40,N B,<Media omitted>,Neutral,0.0,15,4,2022
8753,2022-04-19,17:49,N B,<Media omitted>,Neutral,0.0,17,4,2022
8754,2022-04-19,18:06,E I P,<Media omitted>,Neutral,0.0,18,4,2022
8755,2022-04-19,18:06,Dannie3,Right now . . . 👹👹,Neutral,0.0,18,4,2022
8756,2022-04-19,18:06,N B,Thats Salama 😂😂😂😂,Neutral,0.0,18,4,2022
8757,2022-04-19,18:07,Dannie3,Conrad's cuzzo 🤔🤔,Neutral,0.0,18,4,2022
8758,2022-04-19,18:07,N B,Yap 😂😂😂,Neutral,0.0,18,4,2022
8759,2022-04-19,18:09,Dannie3,<Media omitted>,Neutral,0.0,18,4,2022
8760,2022-04-19,18:18,E I P,<Media omitted>,Neutral,0.0,18,4,2022
8761,2022-04-19,18:49,O J,<Media omitted>,Neutral,0.0,18,4,2022
8762,2022-04-19,18:50,O J,<Media omitted>,Neutral,0.0,18,4,2022
8763,2022-04-19,18:55,N B,<Media omitted>,Neutral,0.0,18,4,2022
8764,2022-04-19,19:01,N B,<Media omitted>,Neutral,0.0,19,4,2022
8765,2022-04-19,19:18,O J,<Media omitted>,Neutral,0.0,19,4,2022
8766,2022-04-19,19:18,N B,<Media omitted>,Neutral,0.0,19,4,2022
8767,2022-04-19,19:45,E I P,<Media omitted>,Neutral,0.0,19,4,2022
8768,2022-04-19,19:54,Dannie3,Blue tick zigenda kuluma ,Neutral,0.0,19,4,2022
8769,2022-04-19,19:59,N B,<Media omitted>,Neutral,0.0,19,4,2022
8770,2022-04-19,19:59,N B,<Media omitted>,Neutral,0.0,19,4,2022
8771,2022-04-19,19:59,N B,Women are not easy man 😂😂😂😂,Negative,-0.3412,19,4,2022
8772,2022-04-19,20:07,E I P,<Media omitted>,Neutral,0.0,20,4,2022
8773,2022-04-19,20:11,O J,The firm needs money,Neutral,0.0,20,4,2022
8774,2022-04-19,20:12,Dannie3,Abaana bagala upkeep 😂😂,Neutral,0.0,20,4,2022
8775,2022-04-19,20:12,E I P,Nkugambye,Neutral,0.0,20,4,2022
8776,2022-04-19,20:15,E E,😂😂😂😂,Neutral,0.0,20,4,2022
8777,2022-04-20,00:35,E I P,Naye arsenal leero namwe 😂😂😂,Neutral,0.0,0,4,2022
8778,2022-04-20,00:35,E I P,Omugo,Neutral,0.0,0,4,2022
8779,2022-04-20,00:35,E I P,@256780377048 @256779969891 @256700160901,Neutral,0.0,0,4,2022
8780,2022-04-20,00:35,E I P,<Media omitted>,Neutral,0.0,0,4,2022
8781,2022-04-20,00:37,Dannie3,Owaaye ,Neutral,0.0,0,4,2022
8782,2022-04-20,00:37,E I P,😂😂😂😂,Neutral,0.0,0,4,2022
8783,2022-04-20,00:38,Dannie3,<Media omitted>,Neutral,0.0,0,4,2022
8784,2022-04-20,00:38,E I P,<Media omitted>,Neutral,0.0,0,4,2022
8785,2022-04-20,00:39,E I P,Naye manze can troll eeeh 😂😂😂,Neutral,0.0,0,4,2022
8786,2022-04-20,00:40,E I P,If a man u fan is to view his statuses he will just hang himself😂,Positive,0.3182,0,4,2022
8787,2022-04-20,00:54,N B,<Media omitted>,Neutral,0.0,0,4,2022
8788,2022-04-20,01:05,E I P,<Media omitted>,Neutral,0.0,1,4,2022
8789,2022-04-20,01:07,N B,<Media omitted>,Neutral,0.0,1,4,2022
8790,2022-04-20,01:07,N B,<Media omitted>,Neutral,0.0,1,4,2022
8791,2022-04-20,01:08,O J,<Media omitted>,Neutral,0.0,1,4,2022
8792,2022-04-20,01:08,E I P,<Media omitted>,Neutral,0.0,1,4,2022
8793,2022-04-20,01:09,N B,<Media omitted>,Neutral,0.0,1,4,2022
8794,2022-04-20,06:50,Sa Ga,Has @256705248165 finally become a man?,Neutral,0.0,6,4,2022
8795,2022-04-20,06:51,Sa Ga,And put the short thing out of its misery,Negative,-0.5719,6,4,2022
8796,2022-04-20,06:51,N B,Has it left 😂😂😂😂😂,Neutral,0.0,6,4,2022
8797,2022-04-20,06:51,Sa Ga,The little shoes are there,Neutral,0.0,6,4,2022
8798,2022-04-20,07:28,E I P,😂😂😂,Neutral,0.0,7,4,2022
8799,2022-04-20,07:29,N B,<Media omitted>,Neutral,0.0,7,4,2022
